white_elo,black_elo,eco,opening,result,num_plies,time_control
1894,1879,A00,Van Geet Opening: Reversed Nimzowitsch,1-0,69,180+0
1634,1706,C40,"King's Pawn Game: Damiano Defense, Damiano Gambit",1-0,33,900+0
1698,1701,A40,Queen's Pawn Game: Modern Defense,0-1,20,180+0
2008,1947,C51,"Italian Game: Evans Gambit, McDonnell Defense",1-0,47,180+0
1817,1702,B20,Sicilian Defense: Bowdler Attack,1/2-1/2,87,600+0
1473,1383,A01,Nimzo-Larsen Attack: Modern Variation,1-0,11,1800+20
1241,1150,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",0-1,14,300+0
1274,1266,B15,Caro-Kann Defense: Campomanes Attack,0-1,54,300+0
1762,1674,D00,Queen's Pawn Game,0-1,92,300+0
1955,1952,D01,Rapport-Jobava System,1-0,119,300+0
1582,1592,C50,Italian Game: Blackburne-Kostić Gambit,0-1,54,300+0
861,741,A45,Queen's Pawn Game: Chigorin Variation,1-0,19,300+0
1147,1149,B00,Nimzowitsch Defense: Williams Variation,0-1,62,300+0
1419,1304,C00,French Defense: King's Indian Attack,1-0,65,300+0
1003,938,A40,Englund Gambit,0-1,122,300+0
1302,1264,C55,Italian Game: Two Knights Defense,0-1,122,300+0
1559,1474,C42,Petrov's Defense: Stafford Gambit,1-0,117,300+0
1992,1993,D00,Queen's Pawn Game: Accelerated London System,0-1,88,300+0
1571,1572,C55,Italian Game: Two Knights Defense,1-0,59,300+0
1009,1086,B01,Scandinavian Defense: Blackburne Gambit,1-0,33,300+0
1791,1849,A00,Mieses Opening,0-1,108,300+0
1128,1090,D00,Queen's Pawn Game: Accelerated London System,1-0,161,300+0
1421,1425,C47,Four Knights Game: Italian Variation,1-0,55,300+0
1691,1595,D07,"Queen's Gambit Declined: Chigorin Defense, Tartakower Gambit",1-0,47,300+0
1358,1374,A80,Dutch Defense,1-0,51,600+0
1496,1611,A40,English Defense,0-1,62,600+0
1402,1405,C46,Three Knights Opening,1/2-1/2,72,600+0
1656,1697,C50,Italian Game: Anti-Fried Liver Defense,0-1,30,600+0
1209,1303,B10,Caro-Kann Defense: Accelerated Panov Attack,1-0,35,600+0
1476,1484,A00,Hungarian Opening: Symmetrical Variation,0-1,100,600+0
1991,1995,E01,Catalan Opening: Closed,0-1,70,600+0
1802,1821,A00,Polish Opening,0-1,64,600+0
1711,1858,B01,Scandinavian Defense: Modern Variation,1-0,63,600+0
1055,1082,B08,Pirc Defense: Classical Variation,1-0,25,60+0
2280,2281,C00,Rat Defense: Small Center Defense,0-1,164,60+0
1553,1518,A45,Indian Defense,0-1,68,60+0
1242,1311,C01,French Defense: Exchange Variation,1-0,55,60+0
2428,2366,B16,Caro-Kann Defense: Finnish Variation,1-0,21,60+0
1684,1805,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,92,60+0
1486,1507,C20,King's Pawn Game: Napoleon Attack,1-0,53,60+0
1917,1863,B00,Pirc Defense,1-0,105,60+0
1712,1736,A80,Dutch Defense,0-1,54,60+0
1942,1980,A40,Englund Gambit Declined,1-0,81,60+0
893,1033,C41,Philidor Defense,0-1,34,60+0
1985,2017,A00,Hungarian Opening,0-1,52,60+0
1289,1495,C44,Scotch Game,0-1,46,60+0
1462,1430,A45,Paleface Attack,1-0,55,60+0
1676,1661,A13,English Opening: Agincourt Defense,1-0,21,60+0
1834,1832,B00,Nimzowitsch Defense: Kennedy Variation,0-1,82,60+0
2178,2246,D02,Queen's Pawn Game: Symmetrical Variation,1-0,99,60+0
2063,2170,C20,King's Pawn Game: Leonardis Variation,1-0,57,60+0
1612,1602,D00,Queen's Pawn Game: Accelerated London System,0-1,64,180+0
1895,1934,B22,Sicilian Defense: Alapin Variation,0-1,68,180+2
1621,1546,A04,Zukertort Opening: Queen's Gambit Invitation,1-0,69,60+1
1899,1944,A01,Nimzo-Larsen Attack: Indian Variation,0-1,28,120+1
1190,1178,C00,French Defense: Normal Variation,0-1,74,300+3
2041,2055,B23,Sicilian Defense: Grand Prix Attack,0-1,55,60+0
1697,1732,A00,Hungarian Opening: Slav Formation,0-1,62,60+0
1934,1939,C40,King's Pawn Game: McConnell Defense,1-0,55,60+0
1300,1312,C25,"Vienna Gambit, with Max Lange Defense",0-1,48,60+0
1427,1432,A40,English Defense,0-1,64,60+1
1950,2358,C28,"Vienna Game: Stanley Variation, Three Knights Variation",0-1,66,180+0
2049,1994,A02,Bird Opening,0-1,122,180+0
1730,1767,B00,Ware Defense,1-0,87,180+0
1925,2161,B06,Modern Defense,0-1,76,180+0
2314,2049,C41,Philidor Defense: Exchange Variation,1-0,89,180+0
2058,1777,D02,Queen's Pawn Game: London System,0-1,64,180+0
1697,2032,A46,Yusupov-Rubinstein System,0-1,64,180+0
2075,1973,C00,French Defense: Knight Variation,1-0,85,180+0
1655,2207,B12,Caro-Kann Defense,0-1,58,180+0
1429,2193,C40,Elephant Gambit,0-1,58,180+0
2191,1971,C64,"Ruy Lopez: Classical Variation, Central Variation",1-0,77,180+0
1564,1658,B32,Sicilian Defense: Löwenthal Variation,1-0,25,180+0
1490,1647,B20,Sicilian Defense,1/2-1/2,77,180+0
2301,2321,B50,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",0-1,64,180+2
1253,1256,B27,Sicilian Defense: Hyperaccelerated Dragon,0-1,50,180+2
1088,1114,C20,King's Pawn Game: Wayward Queen Attack,1-0,13,180+2
1262,1356,D00,Queen's Pawn Game: Accelerated London System,0-1,29,180+2
1944,1922,D02,Queen's Pawn Game: London System,1/2-1/2,107,180+2
1384,1425,A40,Englund Gambit: Hartlaub-Charlick Gambit,0-1,42,180+2
1178,1210,C00,French Defense,0-1,40,180+2
1904,1889,B50,"Sicilian Defense: Delayed Alapin Variation, with d6",0-1,68,180+2
901,909,C24,Bishop's Opening: Berlin Defense,1-0,22,180+2
1515,1482,B10,Caro-Kann Defense,1-0,22,180+2
2209,2216,B23,Sicilian Defense: Grand Prix Attack,0-1,72,180+2
1669,1800,A07,King's Indian Attack,0-1,112,600+5
1708,1689,C50,Italian Game: Giuoco Piano,1-0,83,180+0
1212,1062,C42,Petrov's Defense: Italian Variation,1-0,29,60+1
1429,1361,A80,Dutch Defense,1-0,119,600+0
1660,1671,B01,Scandinavian Defense: Valencian Variation,0-1,42,600+0
1526,1460,A40,Englund Gambit: Hartlaub-Charlick Gambit,0-1,24,600+0
1647,1570,C23,Bishop's Opening,1-0,141,600+0
1805,1812,A40,Horwitz Defense,0-1,118,600+0
1860,1869,B23,Sicilian Defense: Closed,1-0,89,600+0
2048,2158,B22,Sicilian Defense: Alapin Variation,0-1,94,600+0
1840,1855,C42,"Petrov's Defense: Classical Attack, Closed Variation",1-0,51,600+0
731,622,C20,King's Pawn Game: Tortoise Opening,0-1,8,600+0
2453,2441,A50,Queen's Indian Accelerated,1-0,39,60+0
1143,1395,C00,French Defense,0-1,46,60+0
2232,2337,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,58,60+0
1961,2038,A00,Anderssen's Opening,1/2-1/2,110,60+0
2459,2522,A00,Van't Kruijs Opening,1-0,43,60+0
1798,1833,C45,Scotch Game: Classical Variation,1-0,53,60+0
2093,2099,C10,French Defense: Rubinstein Variation,1/2-1/2,102,60+0
1374,1387,B00,Pirc Defense: Roscher Gambit,1-0,19,60+0
2150,2122,B50,Sicilian Defense,1/2-1/2,94,60+0
1449,1437,A00,Van't Kruijs Opening,1-0,44,60+0
1570,1510,C00,French Defense: La Bourdonnais Variation,1-0,63,60+0
1778,1765,C26,Vienna Game: Falkbeer Variation,1-0,79,60+0
1621,1604,A48,"London System, with Bd3",0-1,34,60+0
2214,2178,A40,Queen's Pawn Game: Modern Defense,1-0,45,60+0
2058,2070,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,90,60+0
1749,1687,C40,Elephant Gambit,0-1,50,60+0
1863,1869,B06,Modern Defense,1/2-1/2,92,60+0
2182,1912,A00,Hungarian Opening: Symmetrical Variation,0-1,100,0+1
1423,1410,C41,Philidor Defense,0-1,46,180+0
1817,1801,D35,Queen's Gambit Declined: Exchange Variation,1-0,95,180+0
1111,1220,A01,Nimzo-Larsen Attack: Classical Variation,1-0,47,180+0
2195,2320,A02,"Bird Opening: From's Gambit, Lasker Variation",1-0,89,180+0
1254,1252,A00,Van't Kruijs Opening,1-0,89,180+0
1633,1639,A40,Englund Gambit: Hartlaub-Charlick Gambit,1/2-1/2,107,180+0
1526,1533,A00,Hungarian Opening,0-1,84,180+0
1381,1405,B32,Sicilian Defense: Open,1-0,41,60+0
2019,1934,C00,French Defense: Two Knights Variation,1-0,69,15+0
1835,1783,C63,"Ruy Lopez: Schliemann Defense, Jaenisch Gambit Accepted",1-0,23,600+0
1715,1679,B20,Sicilian Defense: Bowdler Attack,0-1,72,600+0
1541,1519,C44,King's Knight Opening: Normal Variation,0-1,156,600+0
991,909,D00,Queen's Pawn Game: Accelerated London System,1-0,35,600+0
1541,1599,B21,Sicilian Defense: Smith-Morra Gambit,0-1,106,600+0
1361,1332,C20,King's Pawn Game: Wayward Queen Attack,0-1,76,600+0
1612,1648,C34,King's Gambit Accepted: King's Knight's Gambit,1-0,41,600+0
1442,1511,D00,"Queen's Pawn Game: Chigorin Variation, Alburt Defense",1-0,115,600+0
1365,1575,C50,Italian Game: Anti-Fried Liver Defense,0-1,60,600+0
854,838,C42,Petrov's Defense: Italian Variation,1/2-1/2,124,600+0
1793,1735,C37,King's Gambit Accepted: Sörensen Gambit,0-1,34,600+0
1231,1190,A00,Anderssen's Opening,0-1,56,600+0
1602,1613,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,88,120+1
1731,1706,D30,Queen's Gambit Declined: Traditional Variation,1-0,127,120+1
1695,1661,E76,King's Indian Defense: Four Pawns Attack,1-0,67,120+1
1282,1235,A00,Hungarian Opening,1-0,71,120+1
1213,1174,D10,Slav Defense,0-1,52,120+1
1164,1114,A10,English Opening: Anglo-Scandinavian Defense,0-1,56,120+1
1308,1404,A40,Polish Defense,0-1,54,120+1
2290,2306,A05,Zukertort Opening,0-1,106,120+1
1426,1476,C46,Three Knights Opening,0-1,66,120+1
961,969,D00,Queen's Pawn Game: Accelerated London System,0-1,52,120+1
2171,2171,B06,Modern Defense: Three Pawns Attack,1-0,51,120+1
1517,1500,A00,Anderssen's Opening,0-1,66,120+1
1030,1108,D00,Queen's Pawn Game: Accelerated London System,1-0,103,120+1
1638,1627,B30,Sicilian Defense: Old Sicilian,0-1,78,120+1
2147,2025,A45,"Queen's Pawn Game: Veresov, Richter Attack",1-0,60,180+0
1421,1892,B00,Owen Defense,0-1,50,300+4
1327,922,A00,Kádas Opening,1-0,17,180+0
2121,2217,C01,"French Defense: Exchange Variation, Monte Carlo Variation",1/2-1/2,111,180+0
2145,2145,A40,Queen's Pawn Game: Anglo-Slav Opening,1-0,103,180+0
1553,1641,D00,Queen's Pawn Game: Accelerated London System,0-1,74,180+0
1393,1409,C20,King's Pawn Game: Beyer Gambit,0-1,90,180+0
2028,2008,A02,Bird Opening: From's Gambit,0-1,90,180+0
2007,2002,A00,Polish Opening,1-0,97,180+0
1458,1441,A48,London System,1-0,75,180+0
2032,2058,B22,"Sicilian Defense: Alapin Variation, Barmen Defense, Modern Line",1-0,51,180+0
1690,1698,B21,Sicilian Defense: McDonnell Attack,1-0,65,180+0
1991,1956,D10,Slav Defense,0-1,120,180+0
2277,2249,A15,English Opening: Anglo-Indian Defense,0-1,58,180+0
1471,1520,A04,Zukertort Opening,0-1,50,180+0
1666,1647,A45,Indian Defense: Accelerated London System,1-0,79,180+0
1322,1265,A00,Van't Kruijs Opening,1-0,37,180+0
1704,1727,C42,Petrov's Defense: Italian Variation,0-1,40,180+0
1956,1904,A02,Bird Opening,1-0,81,180+0
1403,1454,C23,Bishop's Opening,0-1,43,900+15
1842,1759,A40,Englund Gambit,1-0,49,180+2
1275,1337,B32,Sicilian Defense: Löwenthal Variation,0-1,16,180+2
1968,2028,B06,Modern Defense: Three Pawns Attack,0-1,95,180+2
1364,1355,A45,Indian Defense: Accelerated London System,1-0,59,180+2
1468,1505,C45,Scotch Game: Classical Variation,0-1,126,180+2
1735,1659,C50,"Italian Game: Giuoco Pianissimo, Normal",0-1,60,180+2
1603,1645,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",1-0,97,180+2
1189,1143,D30,Queen's Gambit Declined,1-0,35,180+2
1417,1458,C50,Italian Game: Giuoco Piano,1-0,73,180+2
1872,1900,B00,"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",1-0,105,180+2
2333,2375,A40,English Defense,1-0,99,180+2
2077,2092,B06,Modern Defense,0-1,66,180+2
1312,1363,B10,Caro-Kann Defense,1-0,105,600+5
1562,1463,C57,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",1-0,14,600+5
1714,1657,D10,Slav Defense,1-0,105,600+5
1860,1875,B13,Caro-Kann Defense: Panov Attack,1-0,63,60+0
787,767,C20,King's Pawn Game: King's Head Opening,1-0,79,300+0
1391,1380,A00,Mieses Opening,0-1,94,300+0
1382,1357,C41,Philidor Defense,0-1,88,300+0
1925,1941,A00,Van Geet Opening,0-1,55,300+0
1463,1461,C41,Philidor Defense,0-1,56,300+0
1966,1985,C47,Four Knights Game: Gunsberg Variation,0-1,134,300+0
1722,1701,B19,"Caro-Kann Defense: Classical Variation, Spassky Variation",1/2-1/2,126,300+0
891,861,C50,Italian Game: Anti-Fried Liver Defense,1-0,87,300+0
983,913,B21,Sicilian Defense: Smith-Morra Gambit,1-0,49,300+0
1254,1217,B01,Scandinavian Defense: Boehnke Gambit,0-1,80,300+0
1265,1284,A00,"Polish Opening, with d5",0-1,98,300+0
1633,1705,C41,Philidor Defense,1-0,79,300+0
1065,1099,D00,Queen's Pawn Game: Accelerated London System,1-0,53,300+0
1915,1899,B20,Sicilian Defense: Wing Gambit,1-0,29,300+0
1879,1764,C23,Bishop's Opening: Boi Variation,0-1,38,300+0
827,902,B20,Sicilian Defense: Bowdler Attack,0-1,116,300+0
1434,1438,A04,Zukertort Opening: Kingside Fianchetto,1-0,89,300+0
1807,1879,D02,Queen's Pawn Game: Krause Variation,1-0,49,300+0
1055,1115,B01,Scandinavian Defense: Valencian Variation,0-1,76,300+0
2309,2323,B03,"Alekhine Defense: Four Pawns Attack, Trifunovic Variation",1-0,69,60+0
1207,1233,C42,Petrov's Defense: Damiano Variation,0-1,20,600+5
1100,1140,D02,Queen's Pawn Game: Chigorin Variation,1-0,55,600+5
1513,1537,D02,"Queen's Pawn Game: London System, with e6",1-0,50,600+5
1401,1362,B00,Pirc Defense,0-1,38,600+5
799,1021,B01,Scandinavian Defense,0-1,8,600+5
1445,1407,E61,King's Indian Defense: Smyslov Variation,1-0,107,600+5
1912,1890,B21,Sicilian Defense: McDonnell Attack,1-0,101,600+5
1730,1615,D20,Queen's Gambit Accepted: Accelerated Mannheim Variation,0-1,72,600+5
1404,1308,D02,Queen's Pawn Game: Chigorin Variation,1-0,73,600+5
1122,1062,A40,Mikenas Defense,0-1,24,600+5
1487,1506,B50,Sicilian Defense: Modern Variations,1-0,59,600+5
1964,1923,B01,Scandinavian Defense: Modern Variation,0-1,56,120+1
2019,1942,D00,Queen's Pawn Game: Accelerated London System,1-0,17,720+10
1586,1464,C23,Bishop's Opening,0-1,66,180+0
1138,1159,B12,Caro-Kann Defense: Advance Variation,1-0,55,60+0
1636,1612,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",0-1,78,60+0
1273,1357,E70,King's Indian Defense: Normal Variation,0-1,32,60+0
1567,1490,B45,"Sicilian Defense: Four Knights Variation, Exchange Variation",0-1,80,60+0
2122,2179,C00,French Defense: Normal Variation,0-1,68,60+0
2539,2503,E73,King's Indian Defense: Semi-Averbakh System,0-1,111,60+0
2246,2250,B21,Sicilian Defense: McDonnell Attack,0-1,80,60+0
1935,1939,E70,King's Indian Defense: Normal Variation,1-0,77,60+0
1749,1765,D03,Queen's Pawn Game: Torre Attack,1-0,27,60+0
2113,2132,A45,Indian Defense,1-0,31,60+0
2253,2276,E18,"Queen's Indian Defense: Classical Variation, Traditional Variation, Nimzowitsch Line",0-1,48,60+0
1625,1607,D00,Queen's Pawn Game: Accelerated London System,1-0,81,60+0
928,1046,D00,Blackmar-Diemer Gambit: Blackmar Gambit,1-0,57,60+0
2085,2058,B40,"Sicilian Defense: French Variation, Open",1-0,53,60+0
911,774,C30,King's Gambit Declined: Petrov's Defense,1-0,7,60+0
1942,1940,A43,Benoni Defense: Old Benoni,1-0,73,60+0
2041,2009,B42,"Sicilian Defense: Kan Variation, Modern Variation",0-1,58,60+0
1871,1907,A43,Benoni Defense: Old Benoni,1-0,77,60+0
1189,1185,C41,Philidor Defense,0-1,84,300+0
1603,1987,B02,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",0-1,68,180+0
1376,1386,A52,"Indian Defense: Budapest Defense, Alekhine Variation",1-0,51,120+1
1895,1932,C02,French Defense: Advance Variation,0-1,28,120+1
1668,1668,C42,Petrov's Defense: Italian Variation,1-0,125,120+1
1941,1934,C44,"Scotch Game: Scotch Gambit, London Defense",1-0,75,120+1
2103,2135,B00,"Nimzowitsch Defense: Kennedy Variation, Hammer Gambit",1-0,37,120+1
2084,1983,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",1-0,99,120+1
1308,1217,D20,"Queen's Gambit Accepted: Central Variation, Greco Variation",0-1,60,120+1
1675,1714,E70,King's Indian Defense: Normal Variation,1-0,53,120+1
1839,1818,B40,Sicilian Defense: French Variation,1-0,105,120+1
1450,1501,A40,Queen's Pawn Game: Modern Defense,0-1,76,120+1
1836,1853,A00,Van't Kruijs Opening,0-1,84,60+0
1453,1434,A00,Van't Kruijs Opening,1-0,45,60+0
2132,2133,A41,Queen's Pawn Game,0-1,42,60+0
1295,1317,C25,Vienna Game,1-0,51,60+0
2067,2066,B06,Modern Defense,1-0,69,60+0
1601,1667,C50,Italian Game: Giuoco Piano,0-1,40,60+0
2134,2139,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,0-1,90,60+0
2705,2685,E70,King's Indian Defense: Normal Variation,1-0,93,60+0
1890,1886,A10,English Opening: Anglo-Scandinavian Defense,1-0,69,60+0
1923,1902,D02,"Queen's Pawn Game: London System, with e6",0-1,28,60+0
1769,1775,B15,Caro-Kann Defense,1-0,69,60+0
2006,1991,D06,Queen's Gambit Declined: Baltic Defense,1-0,77,60+0
1539,1589,C68,"Ruy Lopez: Exchange Variation, Keres Variation",1-0,51,60+0
1818,1786,A45,Indian Defense,0-1,32,60+0
2157,2291,A01,Nimzo-Larsen Attack: Classical Variation,0-1,32,60+0
1399,1426,B10,Caro-Kann Defense: Breyer Variation,1-0,71,60+0
2025,2093,A40,English Defense,0-1,142,180+0
1791,1856,C20,King's Pawn Game: Leonardis Variation,0-1,20,600+0
1682,1690,C02,"French Defense: Advance Variation, Euwe Variation",1-0,47,120+1
1397,1415,B01,Scandinavian Defense: Modern Variation,1-0,63,120+1
2153,2219,A45,Indian Defense,1-0,44,120+1
1841,1946,B30,Sicilian Defense: Old Sicilian,1-0,71,120+1
1322,1283,D04,Queen's Pawn Game: Colle System,1-0,25,120+1
1543,1501,D01,Rapport-Jobava System,0-1,46,120+1
1245,1256,C50,Italian Game: Anti-Fried Liver Defense,0-1,34,120+1
1484,1423,B01,Scandinavian Defense: Mieses-Kotroc Variation,1-0,59,120+1
1771,1770,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with h6",0-1,50,120+1
1584,1576,B13,Caro-Kann Defense: Exchange Variation,0-1,52,120+1
1783,1783,C55,Italian Game: Two Knights Defense,1-0,33,120+1
1788,1922,D00,Queen's Pawn Game,1-0,31,120+1
2061,2089,B22,Sicilian Defense: Alapin Variation,1-0,43,120+1
1328,1356,A40,Englund Gambit Declined: Reversed French,0-1,78,120+1
1615,1585,B20,"Sicilian Defense: Wing Gambit, Abrahams Variation",1-0,103,120+1
1375,1348,C46,Three Knights Opening,0-1,44,180+2
1837,1803,C46,Three Knights Opening,0-1,32,180+2
798,897,C20,King's Pawn Game: Wayward Queen Attack,0-1,36,180+2
1407,1413,C01,French Defense: Exchange Variation,0-1,60,180+2
1509,1500,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",0-1,26,180+2
1436,1431,C60,Ruy Lopez: Cozio Defense,0-1,56,180+2
1975,1912,B06,Modern Defense,0-1,86,180+2
1601,1523,D00,Queen's Pawn Game,1-0,57,180+2
2047,2100,C57,"Italian Game: Two Knights Defense, Ulvestad Variation",1-0,51,180+2
1626,1644,C01,French Defense: Exchange Variation,1-0,41,180+2
1699,1691,B00,Owen Defense,1-0,83,180+2
1999,2036,B51,Sicilian Defense: Moscow Variation,0-1,96,180+2
1701,1686,B21,Sicilian Defense: McDonnell Attack,1-0,59,180+2
2294,2132,A40,Englund Gambit,1-0,71,30+0
1761,1765,A13,English Opening: Agincourt Defense,1-0,89,60+1
2541,2602,A01,Nimzo-Larsen Attack,0-1,76,30+0
1772,1834,D00,Blackmar-Diemer Gambit: Zeller Defense,0-1,54,120+1
2102,2068,C41,Philidor Defense,1-0,91,60+0
1558,1568,C02,French Defense: Advance Variation,0-1,52,15+0
1572,1496,D50,Queen's Gambit Declined: Modern Variation,1-0,17,180+0
2016,2000,D31,Semi-Slav Defense: Accelerated Move Order,0-1,72,180+0
1925,1921,C00,French Defense: King's Indian Attack,0-1,126,180+0
2061,2026,A40,Queen's Pawn Game: Modern Defense,1-0,35,180+0
1256,1261,C42,Petrov's Defense: Three Knights Game,1/2-1/2,105,180+0
1717,1705,A40,Horwitz Defense,1-0,35,180+0
1655,1615,B07,Pirc Defense: Byrne Variation,1-0,77,180+0
1847,1823,B07,Modern Defense: Geller's System,1-0,101,180+0
1284,1336,B20,Sicilian Defense,1-0,60,180+0
1454,1379,A00,Van't Kruijs Opening,1-0,75,180+0
2201,2202,C44,"Scotch Game: Scotch Gambit, London Defense",1-0,39,180+0
1956,1945,B00,Pirc Defense,1-0,77,180+0
1855,1849,A06,Zukertort Opening: Tennison Gambit,0-1,32,180+0
1056,1107,B00,"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",0-1,56,180+0
1769,1722,D06,Queen's Gambit Declined: Marshall Defense,0-1,46,180+0
1603,1577,A45,Trompowsky Attack: Classical Defense,1-0,71,180+0
2170,2137,A40,Horwitz Defense,1-0,101,600+0
1319,1358,B00,Rat Defense: Harmonist,0-1,68,600+0
940,913,C20,King's Pawn Game: Wayward Queen Attack,1-0,111,600+0
1439,1373,D00,Queen's Pawn Game: Chigorin Variation,1-0,129,600+0
1634,1597,D00,Blackmar-Diemer Gambit Accepted: Ryder Gambit,1-0,33,600+0
1575,1554,D02,Queen's Pawn Game: Chigorin Variation,0-1,56,600+0
1160,1166,D00,Queen's Pawn Game: Accelerated London System,1-0,127,600+0
1022,983,C25,Vienna Game: Max Lange Defense,1-0,62,600+0
1784,1441,B01,Scandinavian Defense: Modern Variation,0-1,50,600+0
1490,1491,B06,Modern Defense,0-1,56,600+0
1208,1290,C00,French Defense: La Bourdonnais Variation,0-1,58,600+0
1828,1887,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation",1-0,47,300+3
1006,1057,D00,Queen's Pawn Game: Accelerated London System,0-1,32,300+3
1321,1344,C00,French Defense: Knight Variation,1-0,85,300+3
1207,1299,A40,Horwitz Defense,1-0,119,300+3
1905,1948,C00,French Defense: King's Indian Attack,1/2-1/2,94,300+3
1696,1708,B27,Sicilian Defense: Hyperaccelerated Dragon,0-1,60,300+3
2022,1978,C00,French Defense,1-0,53,300+3
1445,1449,C00,French Defense: St. George Defense,0-1,48,300+3
1115,1071,C50,"Italian Game: Giuoco Pianissimo, Normal",1-0,61,300+3
972,963,B01,Scandinavian Defense,1-0,43,300+3
1557,1613,C02,"French Defense: Advance Variation, Kupreichik Variation",1-0,90,300+3
1567,1582,C25,Vienna Game,1-0,51,300+3
1912,1995,A10,English Opening: Great Snake Variation,0-1,56,600+5
1532,1457,B10,Caro-Kann Defense,1-0,35,600+5
794,917,B06,Modern Defense,0-1,36,600+5
1568,1669,B50,"Sicilian Defense: Delayed Alapin Variation, with d6",0-1,54,600+5
1771,1797,B70,Sicilian Defense: Dragon Variation,1/2-1/2,138,600+5
1087,1083,A40,Queen's Pawn Game,1/2-1/2,149,600+5
947,788,B01,Scandinavian Defense,1-0,61,600+5
1416,1416,B20,Sicilian Defense: Bowdler Attack,0-1,54,1500+0
1143,1145,B22,Sicilian Defense: Alapin Variation,0-1,74,60+0
1650,1544,B10,Caro-Kann Defense,1-0,61,60+0
2046,2036,A07,"King's Indian Attack, with e6",1-0,59,60+0
1605,1665,C00,French Defense: Franco-Sicilian Defense,1-0,57,60+0
